query, wos_id, wos_title, PMID, search_result_rank, solr_score,Select
Marlowe D Hardin C Fox C. 2016. Painting the Current Picture: A National Report on Drug Courts and Other Problem-Solving Courts in the United States National Drug Court Institute. Alexandria VA. Retrieved from https://www.ndci.org/wp-content/uploads/2016/05/Painting-the-Current-Picture-2016.pdf,WOS:000375413700001,"Gross, Michael 2016 Putting biology in the picture CURRENT BIOLOGY",NA,2,14.242351,
Weiss AJ Elixhauser A Barrett ML Steiner CA Bailey MK O'Malley L. Opioid Related Inpatient Stays and Emergency Department Visits by State 20019-2014 HCUP Statistical Brief #219. December 2016. Agency for Healthcare Research and Quality. Rockville MD.,WOS:000076890800005,"Weiss, HB Mathers, LJ 1998 Incidence and characteristics of fall-related emergency department visits ACADEMIC EMERGENCY MEDICINE",9835467,1,10.985314,
Weiss AJ Elixhauser A Barrett ML Steiner CA Bailey MK O'Malley L. Opioid Related Inpatient Stays and Emergency Department Visits by State 20019-2014 HCUP Statistical Brief #219. December 2016. Agency for Healthcare Research and Quality. Rockville MD.,WOS:000344438600006,"Mutter, Ryan Stocks, Carol 2014 Using Healthcare Cost and Utilization Project (HCUP) Data for Emergency Medicine Research ANNALS OF EMERGENCY MEDICINE",25669700,2,10.623098,
Ali M. M. Mutter R. (2016). The CBHSQ Report: Patients Who Are Privately Insured Receive Limited Followup Services After Opioid-Related Hospitalizations. Rockville MD: Substance Abuse and Mental Health Services Administration Center for Behavioral Health Statistics and Quality.,WOS:A1988Q405900001,"GOLDMAN, W 1988 MENTAL-HEALTH AND SUBSTANCE ABUSE SERVICES IN HMOS ADMINISTRATION IN MENTAL HEALTH",NA,1,16.62469,
Ali M. M. Mutter R. (2016). The CBHSQ Report: Patients Who Are Privately Insured Receive Limited Followup Services After Opioid-Related Hospitalizations. Rockville MD: Substance Abuse and Mental Health Services Administration Center for Behavioral Health Statistics and Quality.,WOS:000227771300009,"Cavanaugh, DA 2005 Substance abuse and mental health services for children and adolescents ADMINISTRATION AND POLICY IN MENTAL HEALTH",15844859,2,16.02269,
Substance Abuse and Mental Health Services Administration. 2017. Results from the 2016 National Survey on Drug Use and Health: Detailed Tables. Retrieved from https://www.samhsa.gov/data/sites/default/files/NSDUHDetTabs-2016/NSDUH-DetTabs-2016.pdf accessed on October 26 2017,WOS:000262810600836,"Gfroerer, J. 2008 CURRENT PATTERNS OF SUBSTANCE ABUSE AMONG OLDER ADULTS: RESULTS FROM THE NATIONAL SURVEY ON DRUG USE AND HEALTH GERONTOLOGIST",NA,1,16.140287,
Substance Abuse and Mental Health Services Administration. 2017. Results from the 2016 National Survey on Drug Use and Health: Detailed Tables. Retrieved from https://www.samhsa.gov/data/sites/default/files/NSDUHDetTabs-2016/NSDUH-DetTabs-2016.pdf accessed on October 26 2017,WOS:000406846500057,"So, Marvin 2017 TRENDS IN SUBSTANCE USE AMONG MULTIRACIAL ADOLESCENTS: FINDINGS FROM THE NATIONAL SURVEY ON DRUG USE AND HEALTH, 2005-2014 JOURNAL OF ADOLESCENT HEALTH",NA,2,15.1673975,
https://www.whitehouse.gov/the-press-office/2017/06/15/presidential-executive-order-expanding-apprenticeshipsamerica,WOS:A1990FZ64000047,"ENDRES, KL 1990 NATIONAL-SECURITY BENCHMARK - TRUMAN, EXECUTIVE-ORDER 10290, AND THE PRESS JOURNALISM QUARTERLY",NA,1,6.8423104,
https://www.whitehouse.gov/the-press-office/2017/06/15/presidential-executive-order-expanding-apprenticeshipsamerica,WOS:A1981NB05000002,"ROSENBERG, M 1981 BEYOND THE LIMITS OF EXECUTIVE POWER - PRESIDENTIAL CONTROL OF AGENCY RULEMAKING UNDER EXECUTIVE-ORDER 12,291 MICHIGAN LAW REVIEW",NA,2,6.7717104,
Walsh SL Nuzzo PA Babalonis S Casselton V Lofwall MR. 2016 May 1. Intranasal buprenorphine alone and in combination with naloxone: Abuse liability and reinforcing efficacy in physically dependent opi oid abusers. Drug Alcohol Depend. 162:190-8.,WOS:000375165000025,"Lofwall, Michelle R. Casselton, Victoria Babalonis, Shanna Walsh, Sharon L. Walsh, Sharon L. Walsh, Sharon L. Walsh, Sharon L. Nuzzo, Paul A. Walsh, Sharon L. Lofwall, Michelle R. 2016 Intranasal buprenorphine alone and in combination with naloxone: Abuse liability and reinforcing efficacy in physically dependent opioid abusers DRUG AND ALCOHOL DEPENDENCE",27012435,1,31.269457,
Walsh SL Nuzzo PA Babalonis S Casselton V Lofwall MR. 2016 May 1. Intranasal buprenorphine alone and in combination with naloxone: Abuse liability and reinforcing efficacy in physically dependent opi oid abusers. Drug Alcohol Depend. 162:190-8.,WOS:000316827600016,"Babalonis, Shanna Lofwall, Michelle R. Walsh, Sharon L. Walsh, Sharon L. Siegel, Anthony J. Nuzzo, Paul A. Babalonis, Shanna Walsh, Sharon L. Lofwall, Michelle R. Walsh, Sharon L. Lofwall, Michelle R. 2013 Abuse liability and reinforcing efficacy of oral tramadol in humans DRUG AND ALCOHOL DEPENDENCE",23098678,2,19.443148,
Degenhardt L Larance B Peacock A Farrell M. 2015 Nov 2. Reducing extramedical use and harms of pharmaceutical opioids: the potential role of abuse-deterrent formulations. Lancet Psychiatry. (11):957-9.,WOS:000364433700012,"Farrell, Michael Larance, Briony Degenhardt, Louisa Peacock, Amy 2015 Reducing extramedical use and harms of pharmaceutical opioids: the potential role of abuse-deterrent formulations Lancet Psychiatry",26544739,1,32.584167,
Degenhardt L Larance B Peacock A Farrell M. 2015 Nov 2. Reducing extramedical use and harms of pharmaceutical opioids: the potential role of abuse-deterrent formulations. Lancet Psychiatry. (11):957-9.,WOS:000359200000017,"Green, Jody L. Severtson, S. Geoff Dart, Richard C. 2015 Abuse-Deterrent Formulations of Prescription Opioids JAMA PSYCHIATRY",26153845,2,13.272898,
Kortenkamp K. and Ehrle J. 2002. The well-being of children Involved with the child welfare system: A national overview New Federalism Series B No. B-43. Washington D.C.: The Urban Institute. ttp://www.urban.org/UploadedPDF/310413_anf_b43.pdf,WOS:A1983PY14000004,"BABBITT, B 1983 THE NEW FEDERALISM PUBLIC WELFARE",10259666,1,12.743699,
Kortenkamp K. and Ehrle J. 2002. The well-being of children Involved with the child welfare system: A national overview New Federalism Series B No. B-43. Washington D.C.: The Urban Institute. ttp://www.urban.org/UploadedPDF/310413_anf_b43.pdf,WOS:000271866600002,"Ben-Arieh, Asher 2010 From Child Welfare to Children Well-Being: The Child Indicators Perspective FROM CHILD WELFARE TO CHILD WELL-BEING",NA,2,12.483577,
CDC. 2016 Morbidity and Mortality Weekly Report(MMWR) Incidence of Neonatal Abstinence Syndrome. Retrieved from https://www.cdc.gov/mmwr/volumes/65/wr/mm6531a2.htm,WOS:000209476300001,"Frieden, Thomas R. 2013 Foreword MMWR-MORBIDITY AND MORTALITY WEEKLY REPORT",24264482,1,16.238146,
CDC. 2016 Morbidity and Mortality Weekly Report(MMWR) Incidence of Neonatal Abstinence Syndrome. Retrieved from https://www.cdc.gov/mmwr/volumes/65/wr/mm6531a2.htm,WOS:000335422100008,"Blackwell, Debra L. 2014 QuickStats MMWR-MORBIDITY AND MORTALITY WEEKLY REPORT",NA,2,16.238146,
Castedo S. Holleran Steiker L. (in press). Collegiate Recovery Programs. In Smith D.C. (Ed.) Emerging Adults in Substance Use Disorder Treatment. New York: Oxford University Press.,WOS:000336253200010,"Grahovac, Ivana Steiker, Lori K. Holleran White, William L. 2014 Social Work and Collegiate Recovery Programs SOCIAL WORK",24855867,1,13.215424,
Castedo S. Holleran Steiker L. (in press). Collegiate Recovery Programs. In Smith D.C. (Ed.) Emerging Adults in Substance Use Disorder Treatment. New York: Oxford University Press.,WOS:A1978ET30200003,"RUSSELL, J 1978 OXFORD UNIVERSITY PRESS, 500 NEW YORK TIMES BOOK REVIEW",NA,2,12.63468,
Forrest C.E. (2016). Collateral Consequences of a Criminal Conviction: Impact on Corrections and Reentry. NIJ Update. Corrections Today. American Correctional Association,WOS:A1969D135400007,OPPENHEI.F 1969 CORRECTIONS PHYSICS TODAY,NA,1,11.144024,
Forrest C.E. (2016). Collateral Consequences of a Criminal Conviction: Impact on Corrections and Reentry. NIJ Update. Corrections Today. American Correctional Association,WOS:A19657099700023,"FOLSOME, CE 1965 CORRECTIONS GENETICS",NA,2,11.083056,
The National Council of State Governments Justice Center. National Inventory of Collateral Consequences of Conviction. Website. https://niccc.csgjusticecenter.org/map/,WOS:A1987L412600008,"CULLEN, FT TRAVIS, LF BURTON, VS 1987 THE COLLATERAL CONSEQUENCES OF A FELONY CONVICTION - A NATIONAL STUDY OF STATE STATUTES FEDERAL PROBATION",NA,1,11.707451,
The National Council of State Governments Justice Center. National Inventory of Collateral Consequences of Conviction. Website. https://niccc.csgjusticecenter.org/map/,WOS:A1986E724600007,"SIMS, EN 1986 THE COUNCIL OF STATE GOVERNMENTS - A NATIONAL INFORMATION PROVIDER GOVERNMENT INFORMATION QUARTERLY",NA,2,11.063153,
Policin D.L. et al. (2010). Sober Living Houses for Alcohol and Drug Dependence: 18 - Month Outcomes. Journal of Substance Abuse Treatment. 38(4): 356-365.,WOS:000277582400006,"Korcha, Rachael A. Galloway, Gantt Bond, Jason Polcin, Douglas L. 2010 Sober living houses for alcohol and drug dependence: 18-Month outcomes JOURNAL OF SUBSTANCE ABUSE TREATMENT",20299175,1,20.316978,
Policin D.L. et al. (2010). Sober Living Houses for Alcohol and Drug Dependence: 18 - Month Outcomes. Journal of Substance Abuse Treatment. 38(4): 356-365.,WOS:000170045300004,"Polcin, DL 2001 Sober living houses: Potential roles in substance abuse services and suggestions for research SUBSTANCE USE & MISUSE",11325168,2,13.646606,
Volkow ND Collins FS. 2017 Jul 27. The Role of Science in Addressing the Opioid Crisis. N Engl J Med. 377(4):391-394.,WOS:000406295000015,"Volkow, Nora D. Collins, Francis S. 2017 The Role of Science in Addressing the Opioid Crisis NEW ENGLAND JOURNAL OF MEDICINE",28564549,1,15.112769,
Volkow ND Collins FS. 2017 Jul 27. The Role of Science in Addressing the Opioid Crisis. N Engl J Med. 377(4):391-394.,WOS:000400566200013,"Gao, Flora 2017 The essential role of pharmacists in the opioid crisis CANADIAN PHARMACISTS JOURNAL",28507657,2,9.139105,
Volkow ND Collins FS. The Role of Science in Addressing the Opioid Crisis. N Engl J Med. 2017 Jul 27;377(4):391-394.,WOS:000406295000015,"Volkow, Nora D. Collins, Francis S. 2017 The Role of Science in Addressing the Opioid Crisis NEW ENGLAND JOURNAL OF MEDICINE",28564549,1,15.112769,
Volkow ND Collins FS. The Role of Science in Addressing the Opioid Crisis. N Engl J Med. 2017 Jul 27;377(4):391-394.,WOS:000400566200013,"Gao, Flora 2017 The essential role of pharmacists in the opioid crisis CANADIAN PHARMACISTS JOURNAL",28507657,2,9.139105,
Skolnick P. The Opioid Epidemic: Crisis and Solutions. Annu Rev Pharmacol Toxicol. 2017 Oct 2. ,WOS:000398139700001,"Balon, Richard 2017 The opioid epidemic and us ANNALS OF CLINICAL PSYCHIATRY",28207911,1,7.4751554,
Skolnick P. The Opioid Epidemic: Crisis and Solutions. Annu Rev Pharmacol Toxicol. 2017 Oct 2. ,WOS:000406694900002,"Terplan, Mishka Terplan, Mishka 2017 Women and the opioid crisis: historical context and public health solutions FERTILITY AND STERILITY",28697909,2,7.429108,
Massey J Kilkenny M Batdorf S Sanders SK Ellison D Halpin J Gladden RM Bixler D Haddy L Gupta R. 2017 Sep 22. Opioid Overdose Outbreak - West Virginia August 2016. MMWR Morb Mortal Wkly Rep. 66(37):975-980,WOS:000411321000003,"Massey, Joel Gladden, R. Matthew Batdorf, Samantha Sanders, Sarah K. Halpin, John Kilkenny, Michael Ellison, Debra Massey, Joel Gupta, Rahul Haddy, Loretta Bixler, Danae 2017 Opioid Overdose Outbreak - West Virginia, August 2016 MMWR-MORBIDITY AND MORTALITY WEEKLY REPORT",NA,1,30.473654,X
Massey J Kilkenny M Batdorf S Sanders SK Ellison D Halpin J Gladden RM Bixler D Haddy L Gupta R. 2017 Sep 22. Opioid Overdose Outbreak - West Virginia August 2016. MMWR Morb Mortal Wkly Rep. 66(37):975-980,WOS:A1997YA85700011,"Hiramatsu, K 1997 Reduced susceptibility of Staphylococcus aureus to vancomycin - Japan, 1996 (Reprinted from MMWR Morb Mortal Wkly Rep, vol 46, pg 624-6, 1997) AMERICAN JOURNAL OF INFECTION CONTROL",NA,2,11.731183,
Volkow ND Frieden TR Hyde PS Cha SS. 2014. Medication-assisted therapies -- tackling the opioid-overdose epidemic. N Engl J Med 370: 2063-6.,WOS:000336434000003,"Hyde, Pamela S. Cha, Stephen S. Volkow, Nora D. Cha, Stephen S. Frieden, Thomas R. 2014 Medication-Assisted Therapies - Tackling the Opioid-Overdose Epidemic NEW ENGLAND JOURNAL OF MEDICINE",24758595,1,21.320189,X
Volkow ND Frieden TR Hyde PS Cha SS. 2014. Medication-assisted therapies -- tackling the opioid-overdose epidemic. N Engl J Med 370: 2063-6.,WOS:000312496200001,"McCarthy, Michael 2012 Containing the opioid overdose epidemic BRITISH MEDICAL JOURNAL",23241432,2,8.977612,
Hser YI Evans E Huang D Weiss R Saxon A Carroll KM Woody G Liu D Wakim P Matthews AG Hatch Maillette M Jelstrom E Wiest K McLaughlin P Ling W. 2016 Apr. Long-term outcomes after randomization to buprenorphine/naloxone versus methadone in a multi-site trial. Addiction. 111(4):695-705.,WOS:000372907400022,"Saxon, Andrew Carroll, Kathleen M. Woody, George Liu, David Weiss, Robert Huang, David Evans, Elizabeth Hser, Yih-Ing Wiest, Katharina Wakim, Paul Matthews, Abigail G. Ling, Walter Jelstrom, Eve Hatch-Maillette, Mary McLaughlin, Paul 2016 Long-term outcomes after randomization to buprenorphine/naloxone versus methadone in a multi-site trial ADDICTION",26599131,1,39.444687,X
Hser YI Evans E Huang D Weiss R Saxon A Carroll KM Woody G Liu D Wakim P Matthews AG Hatch Maillette M Jelstrom E Wiest K McLaughlin P Ling W. 2016 Apr. Long-term outcomes after randomization to buprenorphine/naloxone versus methadone in a multi-site trial. Addiction. 111(4):695-705.,WOS:000328157300012,"Huang, David Thomas, Christie Hser, Yih-Ing Hasson, Al Saxon, Andrew J. Hillhouse, Maureen Jacobs, Petra Cohen, Allan Wiest, Katharina McLaughlin, Paul Ling, Walter Teruya, Cheryl 2014 Treatment retention among patients randomized to buprenorphine/naloxone compared to methadone in a multi-site trial ADDICTION",23961726,2,19.238297,
Weiss RD Rao V. 2017 Apr 1. The Prescription Opioid Addiction Treatment Study: What have we learned. Drug Alcohol Depend. 173 Suppl 1:S48-S54.,WOS:000400040500007,"Weiss, Roger D. Rao, Vinod Rao, Vinod Weiss, Roger D. 2017 The Prescription Opioid Addiction Treatment Study: What have we learned DRUG AND ALCOHOL DEPENDENCE",28363320,1,21.248856,X
Weiss RD Rao V. 2017 Apr 1. The Prescription Opioid Addiction Treatment Study: What have we learned. Drug Alcohol Depend. 173 Suppl 1:S48-S54.,WOS:A1987K697400006,"WEISS, CH 1987 EVALUATING SOCIAL PROGRAMS - WHAT HAVE WE LEARNED SOCIETY",NA,2,11.251024,
Wang J Fang H Carreiro S Wang H Boyer E. 2017 Jan. A New Mining Method to Detect Real Time Substance Use Events from Wearable Biosensor Data Stream. Int Conf Comput Netw Commun. 2017:465-470.,WOS:000402039800083,"Fang, Hua Wang, Jin Wang, Jin Boyer, Edward Wang, Honggang Carreiro, Stephanie 2016 A New Mining Method to Detect Real Time Substance Use Events from Wearable Biosensor Data Stream 2017 INTERNATIONAL CONFERENCE ON COMPUTING, NETWORKING AND COMMUNICATIONS (ICNC)",NA,1,25.341703,X
Wang J Fang H Carreiro S Wang H Boyer E. 2017 Jan. A New Mining Method to Detect Real Time Substance Use Events from Wearable Biosensor Data Stream. Int Conf Comput Netw Commun. 2017:465-470.,WOS:000404373300012,Wang Fang Wang Fang 2017 Streets and Lanes DISP,NA,2,10.745209,
https://www.fda.gov/Drugs/DrugSafety/InformationbyDrugClass/ucm338566.htm ,WOS:000401282400007,"Williams, Ellen D. 2017 Innovation for impact https://arpa-e.energy.gov MRS BULLETIN",NA,1,4.3761663,
https://www.fda.gov/Drugs/DrugSafety/InformationbyDrugClass/ucm338566.htm ,WOS:000211194900002,"Gamble, Alyson 2015 World Aquaculture Society (https://www.was.org/) JOURNAL OF AGRICULTURAL & FOOD INFORMATION",NA,2,4.2044845,
Califf RM Woodcock J Ostroff S. 2016. A Proactive Response to Prescription Opioid. Abuse N Engl J Med 374:1480-1485 ,WOS:000374128400013,"Woodcock, Janet Califf, Robert M. Ostroff, Stephen 2016 A Proactive Response to Prescription Opioid Abuse NEW ENGLAND JOURNAL OF MEDICINE",26845291,1,19.165522,X
Califf RM Woodcock J Ostroff S. 2016. A Proactive Response to Prescription Opioid. Abuse N Engl J Med 374:1480-1485 ,WOS:A1993LA26700019,"FINCH, J 1993 PRESCRIPTION DRUG-ABUSE PRIMARY CARE",8464944,2,8.351048,
Extended-Release and Long-Acting Opioid Analgesics shared system Risk Evaluation and Mitigation Strategy,WOS:000303648600001,"Gudin, Jeffrey A. 2012 The changing landscape of opioid prescribing: long-acting and extended-release opioid class-wide Risk Evaluation and Mitigation Strategy THERAPEUTICS AND CLINICAL RISK MANAGEMENT",22570553,1,14.555348,
Extended-Release and Long-Acting Opioid Analgesics shared system Risk Evaluation and Mitigation Strategy,WOS:000313757300002,"Giarratano, Antonello Mercadante, Sebastiano Mercadante, Sebastiano Craig, David 2012 US Food and Drug Administration's Risk Evaluation and Mitigation Strategy for Extended-Release and Long-Acting Opioids Pros and Cons, and a European Perspective DRUGS",23116252,2,11.002429,
(REMS) https://www.fda.gov/downloads/Drugs/DrugSafety/InformationbyDrugClass/UCM348818.pdf ,WOS:000249138500084,"Birchall, Danny 2007 Downloads SIGHT AND SOUND",NA,1,5.240161,
(REMS) https://www.fda.gov/downloads/Drugs/DrugSafety/InformationbyDrugClass/UCM348818.pdf ,WOS:000255308700077,"Birchall, Danny 2008 Downloads SIGHT AND SOUND",NA,2,5.240161,
