pmid_int,wos_id,grant_number,grant_organization,country,Agencies,,
20946682,WOS:000283493100001,CA70297,NIH,USA,7,,
19374544,WOS:000273824200016,CA095128,NIH,USA,7,,
19549894,WOS:000267691800015,DK78038,NIH,USA,7,,
18790768,WOS:000259387300029,CA47159,NIH,USA,7,,
20075244,WOS:000273629700031,R01DK071754,NIH,USA,7,,
19333953,WOS:000265152800022,RR-015577,NIH,USA,7,,
20075244,WOS:000273629700031,R01AI054359,NIH,USA,7,,
18949058,WOS:000260622600019,CA 80188,NIH,USA,7,,
20981092,WOS:000283548600039,RC2HG5552,NIH,USA,7,,
21933889,WOS:000297158500024,R0150588,NIH,USA,7,,
20855968,WOS:000284261300004,P50 CA093372,NIH,USA,7,,
19715444,WOS:000278804100006,R01098195,NIH,USA,7,,
19808956,WOS:000270935500020,R37CA081064,NIH,USA,7,,
20536569,WOS:000277285400019,CA095137,NIH,USA,7,,
19047297,WOS:000262038500016,5K24CA121990-02,NIH,USA,7,,
20189480,WOS:000275346000006,AI082630,NIH,USA,7,,
18802038,WOS:000261845900005,CA116659,NIH,USA,7,,
20016783,WOS:000272830300003,AI71772,NIH,USA,7,,
19549889,WOS:000267691800005,R21-CA117079,NIH,USA,7,,
21199795,WOS:000285826800004,P41-RR014075,NIH,USA,7,,
19060844,WOS:000263722600007,P50-CA083638,NIH,USA,7,,
19945838,WOS:000277845300018,RO1CA126792,NIH,USA,7,,
19707526,WOS:000279626400002,AR44422,NIH,USA,7,,
20647317,WOS:000280887000029,R01-GM067893,NIH,USA,7,,
19374544,WOS:000273824200016,CA 114931,NIH,USA,7,,
20699365,WOS:000281914600014,PO1-CA129243,NIH,USA,7,,
20736344,WOS:000281683000011,CA89346,NIH,USA,7,,
19615888,WOS:000273143800027,R01 CA83115,NIH,USA,7,,
19549894,WOS:000267691800015,CA89720,NIH,USA,7,,
20530876,WOS:000279544000033,CA 098807,NIH,USA,7,,
19549894,WOS:000267691800015,HIL79644,NIH,USA,7,,
21224358,WOS:000286193900028,CA58504,NIH,USA,7,,
15507160,WOS:000208518900006,R01 AI-47904,NIH,USA,7,,
19179471,WOS:000265052300013,R01HL49915,NIH,USA,7,,
21035406,WOS:000284658600013,105102,NIH,USA,7,,
17726540,WOS:000207455400027,P30 CA08748,NIH,USA,7,,
20091798,WOS:000277642800009,U01HG04424,NIH,USA,7,,
17726540,WOS:000207455400027,R24CA83084,NIH,USA,7,,
20981092,WOS:000283548600039,R01HG3698,NIH,USA,7,,
20471474,WOS:000279889300012,GM059570,NIH,USA,7,,
19196663,WOS:000265910300036,R01 CA25583,NIH,USA,7,,
18794853,WOS:000259651000022,R01 AR49880,NIH,USA,7,,
19010870,WOS:000261014500044,R01-CA121210,NIH,USA,7,,
19509220,WOS:000267506400004,CA78885,NIH,USA,7,,
20478252,WOS:000277623600012,R01 CA 047159,NIH,USA,7,,
21277223,WOS:000288621000004,R01 CA140602,NIH,USA,7,,
19435920,WOS:000266214400030,R41 CA121665,NIH,USA,7,,
18462850,WOS:000259799700023,AI053936,NIH,USA,7,,
21558401,WOS:000291644700026,2U54 CA119347,NIH,USA,7,,
19318471,WOS:000264955800040,1R21-CS82614-01,NIH,USA,7,,
21029958,WOS:000284300200004,P01 CA084514,NIH,USA,7,,
15804180,WOS:000203538600010,R01AI58080,NIH,USA,7,,
19951687,WOS:000273616700007,RO1-CA087869,NIH,USA,7,,
21277223,WOS:000288621000004,U19 AIO57234,NIH,USA,7,,
20436459,WOS:000277558500041,RC2CA148354,NIH,USA,7,,
20536565,WOS:000277285400015,F32 AI074277,NIH,USA,7,,
19426219,WOS:000265409800009,R01 CA90575,NIH,USA,7,,
20647317,WOS:000280887000029,R01-CA125103,NIH,USA,7,,
21406553,WOS:000288366800002,U24CA143845,NIH,USA,7,,
19615942,WOS:000269811600004,R01-HL085613,NIH,USA,7,,
19282847,WOS:000266026100013,CA RO1107082-02,NIH,USA,7,,
19800576,WOS:000270770400009,SPORE-P50100707,NIH,USA,7,,
18438664,WOS:000259412300014,CA032685,NIH,USA,7,,
20454651,WOS:000277240300012,K08CA10260,NIH,USA,7,,
21926416,WOS:000297242100020,2P50CA093459,NIH,USA,7,,
19188571,WOS:000263188200004,P50NS38667,NIH,USA,7,,
18772396,WOS:000259501300030,5P50-NS-20023,NIH,USA,7,,
19549918,WOS:000267691800008,CA93372,NIH,USA,7,,
18836471,WOS:000259722600005,PO-1 CA 109688,NIH,USA,7,,
19460966,WOS:000266878700050,CA114028,NIH,USA,7,,
19460966,WOS:000266878700050,K08 CA106610,NIH,USA,7,,
20104209,WOS:000276636800005,R01CA120956,NIH,USA,7,,
19264983,WOS:000264559800038,CA58033,NIH,USA,7,,
20189480,WOS:000275346000006,HHSN266200500030C,NIH,USA,7,,
21145760,WOS:000286293900011,GM007367,NIH,USA,7,,
19007994,WOS:000272366200019,2PO CA73743,NIH,USA,7,,
19945838,WOS:000277845300018,RO1 CA111421,NIH,USA,7,,
19490893,WOS:000266454800015,R01 AG2400401,NIH,USA,7,,
18662366,WOS:000261531000004,DK13083,NIH,USA,7,,
19302047,WOS:000268071600019,AI 15614,NIH,USA,7,,
19308457,WOS:000266261600002,CA084469,NIH,USA,7,,
20727791,WOS:000281654900012,AI050073,NIH,USA,7,,
19010912,WOS:000261136600035,P01-129243,NIH,USA,7,,
19407849,WOS:000270956100002,R01 CA095701,NIH,USA,7,,
19945838,WOS:000277845300018,CA126792-S1 ARRA,NIH,USA,7,,
20096607,WOS:000274119900013,AI707088,NIH,USA,7,,
20676024,WOS:000281205500027,R01-CA120244,NIH,USA,7,,
19664941,WOS:000269338600015,R01-AI43576,NIH,USA,7,,
19825799,WOS:000270845500001,CA97222-05,NIH,USA,7,,
19789309,WOS:000270498700040,CA-16042,NIH,USA,7,,
18981003,WOS:000260732200042,K99CA126026,NIH,USA,7,,
20075244,WOS:000273629700031,R21AI083242,NIH,USA,7,,
18406516,WOS:000259628400006,R37-DK47297,NIH,USA,7,,
20428207,WOS:000278575400008,P50CA126752,NIH,USA,7,,
20104209,WOS:000276636800005,RO1CA124782,NIH,USA,7,,
18790768,WOS:000259387300029,CA80999,NIH,USA,7,,
19010903,WOS:000261136600026,CA127562,NIH,USA,7,,
21376174,WOS:000288414000007,HL92845,NIH,USA,7,,
21575859,WOS:000290932400004,P50-CA92629,NIH,USA,7,,
21715499,WOS:000293626100054,AI77079,NIH,USA,7,,
19585585,WOS:000269368200004,U10CA21661,NIH,USA,7,,
19333953,WOS:000265152800022,RR-020143,NIH,USA,7,,
19836479,WOS:000274869300029,R43 AI071618,NIH,USA,7,,
20697345,WOS:000283586200006,ES14635,NIH,USA,7,,
19549918,WOS:000267691800008,CA25874,NIH,USA,7,,
19456205,WOS:000267152600001,CA 098927,NIH,USA,7,,
18772397,WOS:000259501300029,CA57345,NIH,USA,7,,
21102637,WOS:000284572200014,CA136363,NIH,USA,7,,
19460966,WOS:000266878700050,F32CA123939-02,NIH,USA,7,,
18723683,WOS:000259343000069,CA100875,NIH,USA,7,,
19490893,WOS:000266454800015,R01 CA122794,NIH,USA,7,,
20602996,WOS:000279148100010,R01-CA125432,NIH,USA,7,,
19836479,WOS:000274869300029,R43AI074176,NIH,USA,7,,
18790768,WOS:000259387300029,CA76674,NIH,USA,7,,
19088044,WOS:000261782600037,K24,NIH,USA,7,,
20075244,WOS:000273629700031,R01AI064705,NIH,USA,7,,
18802921,WOS:000261539100007,NCI R01 CA95901,NIH,USA,7,,
19209146,WOS:000264748000021,R37 CA033084,NIH,USA,7,,
20727791,WOS:000281654900012,AI059752,NIH,USA,7,,
18698034,WOS:000258523800021,RO1 CA120813-01A1,NIH,USA,7,,
19056425,WOS:000264049900004,R01 081497,NIH,USA,7,,
21575859,WOS:000290932400004,P30 CA08748,NIH,USA,7,,
20091798,WOS:000277642800009,U01HG004399,NIH,USA,7,,
18633443,WOS:000261829100011,R01 AI-49572,NIH,USA,7,,
20842057,WOS:000282131800006,CA102577,NIH,USA,7,,
18772396,WOS:000259501300030,CA57345,NIH,USA,7,,
18836717,WOS:000263671400008,CA102280,NIH,USA,7,,
19544444,WOS:000270050900003,5R01CA108535,NIH,USA,7,,
18848472,WOS:000260316700012,AI044931,NIH,USA,7,,
19789309,WOS:000270498700040,AI-28697,NIH,USA,7,,
19496742,WOS:000267207000001,AI064271,NIH,USA,7,,
21933889,WOS:000297158500024,SPORE P50-CA58204,NIH,USA,7,,
21178137,WOS:000288444900003,P01CA139490,NIH,USA,7,,
19364659,WOS:000266962900010,T32CA093240,NIH,USA,7,,
19224508,WOS:000263032400004,P01-GM081621-01A1,NIH,USA,7,,
16893498,WOS:000208926200003,AI071321,NIH,USA,7,,
19795394,WOS:000272528300006,DK53298-08,NIH,USA,7,,
21558394,WOS:000290610000003,P50 CA121973,NIH,USA,7,,
18802038,WOS:000261845900005,CA129958,NIH,USA,7,,
20926399,WOS:000284213300011,R01CA120409,NIH,USA,7,,
19556965,WOS:000208433400007,CA101954,NIH,USA,7,,
20171074,WOS:000277811800017,PO1 CA94237,NIH,USA,7,,
20371346,WOS:000276211100013,P20 CA090578,NIH,USA,7,,
19196663,WOS:000265910300036,GM079805,NIH,USA,7,,
20091798,WOS:000277642800009,U01HG004728,NIH,USA,7,,
19318560,WOS:000264908100054,RO-1 DE13918,NIH,USA,7,,
19372583,WOS:000265322400010,R01 GM067893,NIH,USA,7,,
19543266,WOS:000267545200039,AI030048,NIH,USA,7,,
19333953,WOS:000265152800022,AR-12253,NIH,USA,7,,
19836479,WOS:000274869300029,R44 AI071618,NIH,USA,7,,
21700764,WOS:000293843700004,5P50CA090381-09,NIH,USA,7,,
18838249,WOS:000261839400001,R03-AR053313,NIH,USA,7,,
21098728,WOS:000284525700001,K08 CA120060-01,NIH,USA,7,,
19156413,WOS:000266372400015,CA101944,NIH,USA,7,,
19247441,WOS:000263928000004,AI56299,NIH,USA,7,,
20140431,WOS:000276203300013,K23 RR16489,NIH,USA,7,,
21389099,WOS:000290093600018,CA RO1107082-02,NIH,USA,7,,
20727791,WOS:000281654900012,AI077504,NIH,USA,7,,
18462850,WOS:000259799700023,AI052670,NIH,USA,7,,
19274087,WOS:000265496000004,1R21CA137706-01,NIH,USA,7,,
19549918,WOS:000267691800008,CA098101,NIH,USA,7,,
21199795,WOS:000285826800004,R21-CA117079,NIH,USA,7,,
19549889,WOS:000267691800005,P41-RR014075,NIH,USA,7,,
18633443,WOS:000261829100011,AI40045,NIH,USA,7,,
20091798,WOS:000277642800009,U01HG004729,NIH,USA,7,,
19951687,WOS:000273616700007,RO1-HDO45022,NIH,USA,7,,
21339097,WOS:000288944100004,PO1-CA109688,NIH,USA,7,,
19014406,WOS:000263922900004,R01 CA113851,NIH,USA,7,,
21525398,WOS:000292977300003,R01CA148673,NIH,USA,7,,
20384858,WOS:000273688300002,RO1 CA104804,NIH,USA,7,,
19931152,WOS:000272169400014,T32HL00795404,NIH,USA,7,,
21436454,WOS:000288754500058,P30 CA016520,NIH,USA,7,,
19664941,WOS:000269338600015,RO1-AI066232,NIH,USA,7,,
19808874,WOS:000271043500019,U01 CA69912,NIH,USA,7,,
18458533,WOS:000258774800007,D43 TW00671,NIH,USA,7,,
19435909,WOS:000266214400029,R01 CA127153,NIH,USA,7,,
19679545,WOS:000269064600007,T32-GM07863,NIH,USA,7,,
20602913,WOS:000280029200001,R01 CA83115,NIH,USA,7,,
18794103,WOS:000259347600036,K24 CA93670,NIH,USA,7,,
19088039,WOS:000261782600031,P01 CA55075,NIH,USA,7,,
19797626,WOS:000271712300038,AI-061816,NIH,USA,7,,
19608732,WOS:000269366800002,P30DK058404,NIH,USA,7,,
19509134,WOS:000268908300017,CA R01107032-02,NIH,USA,7,,
19556965,WOS:000208433400007,CA 456723,NIH,USA,7,,
19214220,WOS:000263928000023,P51RR000166,NIH,USA,7,,
20171074,WOS:000277811800017,P50CA126752,NIH,USA,7,,
19931152,WOS:000272169400014,R01-CA078731,NIH,USA,7,,
19264983,WOS:000264559800038,AI064350,NIH,USA,7,,
19770521,WOS:000270523100026,HL089346,NIH,USA,7,,
20179705,WOS:000275657100050,2R01EB001987,NIH,USA,7,,
20933294,WOS:000286124200017,RO1-HL67932,NIH,USA,7,,
20234093,WOS:000276258100023,R01CA103921,NIH,USA,7,,
20693850,WOS:000280672100014,CA114536,NIH,USA,7,,
20536565,WOS:000277285400015,AI078289,NIH,USA,7,,
18852882,WOS:000265121600006,K08EY016139,NIH,USA,7,,
19543266,WOS:000267545200039,N01-AI-50025,NIH,USA,7,,
19084353,WOS:000262543800026,HL51952,NIH,USA,7,,
19047169,WOS:000261488900041,K12 CA120121-01,NIH,USA,7,,
19244107,WOS:000264541300022,CA106504,NIH,USA,7,,
18767951,WOS:000259334600020,3RO1CA094397(SKC),NIH,USA,7,,
19318471,WOS:000264955800040,RA21-CA099265-02,NIH,USA,7,,
19737958,WOS:000269982800029,1R01CA131027,NIH,USA,7,,
18438664,WOS:000259412300014,CA87025,NIH,USA,7,,
19887483,WOS:000271822600043,R01CA111803,NIH,USA,7,,
20736344,WOS:000281683000011,CA16672,NIH,USA,7,,
19364659,WOS:000266962900010,AR053718,NIH,USA,7,,
19088039,WOS:000261782600031,P01 CA87969,NIH,USA,7,,
20926399,WOS:000284213300011,P01-CA-066726,NIH,USA,7,,
21376174,WOS:000288414000007,HL89216,NIH,USA,7,,
20536565,WOS:000277285400015,P01 AI056172,NIH,USA,7,,
19797626,WOS:000271712300038,AI-034206,NIH,USA,7,,
19898481,WOS:000272144900013,AI55314-3,NIH,USA,7,,
18723683,WOS:000259343000069,AI50631,NIH,USA,7,,
19917501,WOS:000272539700011,K08 A1071998,NIH,USA,7,,
20981092,WOS:000283548600039,P01HG4120,NIH,USA,7,,
20602996,WOS:000279148100010,R01-CA096768,NIH,USA,7,,
19211743,WOS:000265041600038,AI30048,NIH,USA,7,,
19270694,WOS:000265264900012,P30 CA-08748,NIH,USA,7,,
19318560,WOS:000264908100054,RO1 CA112643,NIH,USA,7,,
19384953,WOS:000268287700021,CA 132175,NIH,USA,7,,
NA,WOS:000261488900020,R01DK52645,NIH,USA,7,,
18584174,WOS:000261059900003,EY14900,NIH,USA,7,,
19040292,WOS:000260606500014,MH072528,NIH,USA,7,,
20841473,WOS:000282647700011,CA118165,NIH,USA,7,,
19333953,WOS:000265152800022,AI-07633,NIH,USA,7,,
20551832,WOS:000279280600009,K23 RR16489,NIH,USA,7,,
20981092,WOS:000283548600039,P41HG4222,NIH,USA,7,,
19188571,WOS:000263188200004,K23 47211-01,NIH,USA,7,,
19270751,WOS:000265495900016,5T32-CA09515-21,NIH,USA,7,,
20194441,WOS:000275055900008,CA118165,NIH,USA,7,,
20981092,WOS:000283548600039,P50HG2357,NIH,USA,7,,
19549889,WOS:000267691800005,M01-RR-01066,NIH,USA,7,,
19117998,WOS:000262273100021,RO1-DK52659,NIH,USA,7,,
19415674,WOS:000268542500005,ES012920,NIH,USA,7,,
19214220,WOS:000263928000023,P01 AI066314,NIH,USA,7,,
21199795,WOS:000285826800004,R01-CA129371,NIH,USA,7,,
20096607,WOS:000274119900013,AI19335,NIH,USA,7,,
19185846,WOS:000263251400008,R01 CA122976,NIH,USA,7,,
18854153,WOS:000259728100007,AI080184,NIH,USA,7,,
19079609,WOS:000265458400008,RO1 CA076501,NIH,USA,7,,
18802481,WOS:000259828600023,AI56363,NIH,USA,7,,
19549918,WOS:000267691800008,CA117881,NIH,USA,7,,
19898481,WOS:000272144900013,DK62432,NIH,USA,7,,
19496742,WOS:000267207000001,AI031126,NIH,USA,7,,
19259067,WOS:000265640700022,U54 HL081007,NIH,USA,7,,
19855431,WOS:000273373500013,1 R01 CA11642801,NIH,USA,7,,
20356763,WOS:000278959800005,P50-CA083638,NIH,USA,7,,
19374544,WOS:000273824200016,EA 055944,NIH,USA,7,,
19180481,WOS:000263276400031,U01-AR-055063,NIH,USA,7,,
20830775,WOS:000286017500005,NCRR UCSF-CTSI UL1 RR024131,NIH,USA,7,,
19622576,WOS:000268861600025,RO1 CA5648,NIH,USA,7,,
18790768,WOS:000259387300029,CA10815,NIH,USA,7,,
19333953,WOS:000265152800022,T32-AR-07450,NIH,USA,7,,
19228745,WOS:000263592600039,CA39229,NIH,USA,7,,
19426219,WOS:000265409800009,R01 CA127475,NIH,USA,7,,
20091798,WOS:000277642800009,U01HG004438,NIH,USA,7,,
20091798,WOS:000277642800009,U01HG004436,NIH,USA,7,,
NA,WOS:000262854000013,CA59702,NIH,USA,7,,
19214220,WOS:000263928000023,T32 DK007762,NIH,USA,7,,
20981092,WOS:000283548600039,R01HG3229,NIH,USA,7,,
18790768,WOS:000259387300029,CA1 17881,NIH,USA,7,,
20699365,WOS:000281914600014,RO1-CA127240,NIH,USA,7,,
18848472,WOS:000260316700012,AI043542,NIH,USA,7,,
19010919,WOS:000261136600042,R01 AI066992-01AI,NIH,USA,7,,
19487819,WOS:000266601000007,DK-074558,NIH,USA,7,,
20409732,WOS:000278959800009,CA121773,NIH,USA,7,,
19244128,WOS:000263937800035,RO1 CA112390,NIH,USA,7,,
21183789,WOS:000285892300033,CA91837,NIH,USA,7,,
19860654,WOS:000271381100008,PO1CA94237,NIH,USA,7,,
19706802,WOS:000269565800012,5P30CA016087-27,NIH,USA,7,,
20179352,WOS:000275272700008,R01 CA128873,NIH,USA,7,,
19214220,WOS:000263928000023,AI066917,NIH,USA,7,,
18834403,WOS:000259037600005,P01CA45548,NIH,USA,7,,
19543266,WOS:000267545200039,AI040519,NIH,USA,7,,
18854153,WOS:000259728100007,AI007525,NIH,USA,7,,
19497722,WOS:000267960800002,K99/R00,NIH,USA,7,,
19333953,WOS:000265152800022,AR-42460,NIH,USA,7,,
19679545,WOS:000269064600007,R01-AI062248,NIH,USA,7,,
20697345,WOS:000283586200006,AG024379,NIH,USA,7,,
19033662,WOS:000261237300016,P01CA64602,NIH,USA,7,,
18829748,WOS:000260789700010,AI065335,NIH,USA,7,,
20647408,WOS:000280675000018,R01 CA83115,NIH,USA,7,,
21251614,WOS:000287290300011,1 U54 CA126515-01,NIH,USA,7,,
19898481,WOS:000272144900013,NO1-AR-2-2263,NIH,USA,7,,
20478252,WOS:000277623600012,P50 CA 093372,NIH,USA,7,,
19462377,WOS:000267481400012,U19 AI056390,NIH,USA,7,,
19650904,WOS:000269544900001,R21AI073240,NIH,USA,7,,
21376174,WOS:000288414000007,HL31963,NIH,USA,7,,
18679422,WOS:000260638800001,R01 CA120244,NIH,USA,7,,
18854153,WOS:000259728100007,AI078869,NIH,USA,7,,
20536569,WOS:000277285400019,AI066897,NIH,USA,7,,
19384291,WOS:000268722800021,RO1AI057838,NIH,USA,7,,
20091798,WOS:000277642800009,Z01CP010200,NIH,USA,7,,
19843867,WOS:000271839200023,P50 CA94056,NIH,USA,7,,
19671843,WOS:000269024900031,5RO1 CA 114465-05,NIH,USA,7,,
19384291,WOS:000268722800021,1R01CA105216,NIH,USA,7,,
18802481,WOS:000259828600023,CA098492,NIH,USA,7,,
18438664,WOS:000259412300014,GM067386,NIH,USA,7,,
18776940,WOS:000259828600024,AI044628,NIH,USA,7,,
19447898,WOS:000268696000007,R01 HL070885,NIH,USA,7,,
21183789,WOS:000285892300033,AI67341,NIH,USA,7,,
21715499,WOS:000293626100054,AI087734,NIH,USA,7,,
21277223,WOS:000288621000004,R01 CA089440,NIH,USA,7,,
20736344,WOS:000281683000011,CA55164,NIH,USA,7,,
19556965,WOS:000208433400007,NS345654,NIH,USA,7,,
21224358,WOS:000286193900028,1R21CA129265-01A1,NIH,USA,7,,
19259067,WOS:000265640700022,RO1CA131027,NIH,USA,7,,
19462377,WOS:000267481400012,T32-A107285,NIH,USA,7,,
19828476,WOS:000274974300005,R01 NS 041198,NIH,USA,7,,
19664941,WOS:000269338600015,R21-AI077075,NIH,USA,7,,
19624567,WOS:000269180500011,AI049466,NIH,USA,7,,
19861533,WOS:000271839200022,CAI6042,NIH,USA,7,,
19211743,WOS:000265041600038,AI56299,NIH,USA,7,,
18279065,WOS:000258836600020,P50-CA083638,NIH,USA,7,,
21983785,WOS:000296584000016,2P50CA093459,NIH,USA,7,,
19460966,WOS:000266878700050,CA101973,NIH,USA,7,,
22131348,WOS:000298142600001,P01 CA-114046,NIH,USA,7,,
20186858,WOS:000275181900008,R01NS43471,NIH (NINDS),USA,7,,
20186858,WOS:000275181900008,R21NS057225,NIH (NINDS),USA,7,,
18688812,WOS:000260845000006,P01 NS30916,NIH (NINDS),USA,7,,
18688812,WOS:000260845000006,P01 NS36466,NIH (NINDS),USA,7,,
18852116,WOS:000260202000002,SAF-2007-61898,NIH (Spain),USA,7,,
14529386,WOS:000209053100007,CA69537,NIH Cancer Biology Training Grant,USA,7,,
20080922,WOS:000274498500005,1 KL2 RR024151-01,NIH CTSA Award,USA,7,,
18971421,WOS:000264110600012,NIDDK T32 DK64717,NIH grant,USA,7,,
15149548,WOS:000208438800016,CA75925,NIH grant,USA,7,,
18542058,WOS:000259096100007,RO1 DK065977,NIH Grants,USA,7,,
18542058,WOS:000259096100007,RO1 CA106653,NIH Grants,USA,7,,
19106609,WOS:000262137700007,CA120060-01,NIH K08,USA,7,,
NA,WOS:000265739700018,5K24CA121990-02,NIH K24 Midcareer Investigator Award,USA,7,,
18633443,WOS:000261829100011,GM07739,NIH MSTP,USA,7,,
19636017,WOS:000269381100005,1UL1RR025011,NIH National Center for Research Resources Clinical and Translational Science Award program,USA,7,,
21051595,WOS:000284902100051,AR007279-31A1,NIH National Institute of Arthritis and Musculoskeletal and Skin Diseases,USA,7,,
20091798,WOS:000277642800009,UL1RR025005,NIH Roadmap for Medical Research,USA,7,,
19259948,WOS:000265710100008,P50 CA69568,NIH SPORE in Prostate Cancer Grant,USA,7,,
16212918,WOS:000208922100005,T32 HL07237,NIH training fellowship,USA,7,,
19244128,WOS:000263937800035,T32 CA09599,NIH-5,USA,7,,
18852116,WOS:000260202000002,1 R01 DK076986-01,NIH-National Institute of Diabetes and Digestive and Kidney Diseases,USA,7,,
20060330,WOS:000274119900012,RO1 CA104645,NIH-NCI,USA,7,,
20644256,WOS:000280492100010,PO1 CA 85859,NIH-NCI,USA,7,,
19670224,WOS:000271077400012,2T32DK007552,NIH-NIDDK,USA,7,,
20227369,WOS:000275702500009,5P30NS047463,NIH-NINDS Center,USA,7,,
20450891,WOS:000280024800010,CA-127892-01A,NIH-R01,USA,7,,
18792017,WOS:000259718600004,2301 GEP089,NIH-R01,USA,7,,
20450891,WOS:000280024800010,CA-119309,NIH-R03,USA,7,,
19885600,WOS:000271732300026,CA076300,NIH-RO-1,USA,7,,
19493313,WOS:000267969900008,CA-127892-01A,NIH-RO1,USA,7,,
19493313,WOS:000267969900008,CA-119309,NIH-RO3,USA,7,,
18981004,WOS:000260732200043,4 R37 CA11898,"NIH, Department of Health and Human Services, Bethesda, MID",USA,7,,
18981004,WOS:000260732200043,5 P50 CA108786,"NIH, Department of Health and Human Services, Bethesda, MID",USA,7,,
18981004,WOS:000260732200043,5 P50 NS20023,"NIH, Department of Health and Human Services, Bethesda, MID",USA,7,,
19723653,WOS:000269565800007,UL1 FIR 025014-01,"NIH, National Cancer Institute",USA,7,,
19723653,WOS:000269565800007,P30 CA 15704-35,"NIH, National Cancer Institute",USA,7,,
21613405,WOS:000292763700004,HL59157,"NIH, National Heart, Lung, and Blood Institute",USA,7,,
21613405,WOS:000292763700004,HL24136,"NIH, National Heart, Lung, and Blood Institute",USA,7,,
18236151,WOS:000261951100011,U54 CA090818,"NIH, NCI",USA,7,,
18236151,WOS:000261951100011,R01 CA75163,"NIH, NCI",USA,7,,
21317224,WOS:000289057600035,U54 CA143970-01,NIH/National Cancer Institute,USA,7,,
19903780,WOS:000271822600035,P30 CA44579,NIH/National Cancer Institute,USA,7,,
20531415,WOS:000278591400007,U54 CA143970-01,NIH/National Cancer Institute,USA,7,,
21635872,WOS:000292371400002,U54 CA143970-01,NIH/National Cancer Institute,USA,7,,
18794153,WOS:000259422400047,1-RO3-CA128033-01,NIH/National Cancer Institute,USA,7,,
19117982,WOS:000262273100005,P50CA58236,NIH/National Cancer Institute,USA,7,,
19903780,WOS:000271822600035,R21 CA103528,NIH/National Cancer Institute,USA,7,,
18829484,WOS:000260142500017,1R01CA113580-01A1,NIH/National Cancer Institute,USA,7,,
21292820,WOS:000289555500023,T32 CA78207,NIH/National Cancer Institute,USA,7,,
19671763,WOS:000269029300002,1 K23CA1 09060-04,NIH/National Cancer Institute (NCI),USA,7,,
18980984,WOS:000260732200023,KO1 CA104180,NIH/National Cancer Institute Career Development Award,USA,7,,
19190343,WOS:000263399100023,2 P50 CA92629-06,NIH/National Cancer Institute Specialized Program of Research Excellence in Prostate Cancer,USA,7,,
19247441,WOS:000263928000004,P30DK50306,NIH/National Institute of Diabetes and Digestive and Kidney Diseases Center of Molecular Studies in Digestive and Liver Diseases,USA,7,,
20551833,WOS:000279280600008,NIH R01 CA118386,NIH/NCI,USA,7,,
20179705,WOS:000275657100050,1P01CA129243-02,NIH/NCI,USA,7,,
18841360,WOS:000264832700004,R01 CA57653,NIH/NCI,USA,7,,
19647220,WOS:000268762400006,R01CA13256,NIH/NCI,USA,7,,
21035406,WOS:000284658600013,CA034233,NIH/NCI,USA,7,,
19325891,WOS:000266216000036,CA37667,NIH/NCI,USA,7,,
19147575,WOS:000262582900030,P50 CA89520,NIH/NCI,USA,7,,
19647220,WOS:000268762400006,R01CA098075,NIH/NCI,USA,7,,
21632855,WOS:000292816900028,1RO1 CA111999-01A2,NIH/NCI,USA,7,,
19097251,WOS:000263583500003,UOI CA086368,NIH/NCI,USA,7,,
18728788,WOS:000264796400017,RO1 CA098642,NIH/NCI,USA,7,,
